¬nombre¬1¬2¬rating¬reviews¬price¬ciudad¬comida¬zona¬fecha¬hora¬clave
107¬The Lobstar¬4,0(781) · €€¬Restaurante · C. de Carranza, 4¬4,0¬781¬  €€¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬The Lobstar The Lobstar 22-08-2022
108¬Sushita Café¬4,3(2.964) · €€¬Sushi · C. de Miguel Ángel, 11¬4,3¬2.964¬  €€¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Sushita Café Sushita Café 22-08-2022
109¬Restaurante El Parque¬4,0(1.030) · €¬Restaurante · C. de Fernando el Católico, 78¬4,0¬1.030¬  €¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Restaurante El Parque Restaurante El Parque 22-08-2022
110¬VIPS¬3,8(2.809) · €€¬Restaurante · Gta. de Quevedo, 9¬3,8¬2.809¬  €€¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬VIPS VIPS 22-08-2022
111¬Restaurante Killo Madrid¬4,3(268)¬Restaurante · C. de Joaquín María López, 46¬4,3¬268¬¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Restaurante Killo Madrid Restaurante Killo Madrid 22-08-2022
112¬Santo Pecado¬4,1(134)¬Hamburguesa · Gta. de Quevedo, 4¬4,1¬134¬¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Santo Pecado Santo Pecado 22-08-2022
113¬Los CINCO -Restaurant & Bakery-¬4,3(1.240) · €¬Restaurante · C. de Fernández de los Ríos, 63¬4,3¬1.240¬  €¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Los CINCO -Restaurant & Bakery- Los CINCO -Restaurant & Bakery- 22-08-2022
114¬McDonald's¬3,7(3.591) · €¬Comida rápida · C. de Isaac Peral, 4¬3,7¬3.591¬  €¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬McDonald's McDonald's 22-08-2022
115¬Brunch by Café Oliver El Columpio¬3,8(127)¬Brunch · C. de Caracas, 10¬3,8¬127¬¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Brunch by Café Oliver El Columpio Brunch by Café Oliver El Columpio 22-08-2022
116¬Goiko¬4,2(5.581) · €€¬Hamburguesa · Glorieta de Bilbao, 3¬4,2¬5.581¬  €€¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Goiko Goiko 22-08-2022
117¬Bar La Oliva¬3,6(596) · €€¬Restaurante · Plaza de Olavide, 9¬3,6¬596¬  €€¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Bar La Oliva Bar La Oliva 22-08-2022
118¬Candeli Restaurante¬4,2(799) · €€¬Mediterránea · C. de Ponzano, 47¬4,2¬799¬  €€¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Candeli Restaurante Candeli Restaurante 22-08-2022
119¬Taberna del Volapié¬3,6(691) · €€¬Taberna · Gta. de Quevedo, 5¬3,6¬691¬  €€¬Madrid¬Hamburguesa¬Chamberí¬22-08-2022¬16¬Taberna del Volapié Taberna del Volapié 22-08-2022
